Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Greys,10,84.94028315,14709.40955,Military,28.31342772,No,519.5206209,No,Female,By_16:00,0.615872648,0.357557714,3.888215646,0.300608873,7.027806779,8.343039625,7296,68.56399369,409.3527202,6013.91165,51198.05038,Maybe,269901.6755,20.23246698,123.6673726,49.83561952,839.9636168,30,45_and_up,3,629.4560801,6,Motorcycle_or_truck,Public_Sector,418.1731396,0,Yes
Browns,4,355.35301,39089.43212,Environment,118.4510033,No,330.0050739,Yes,Male,By_16:00,0.551718221,0.306289111,9.325192298,2.822592002,8.766636075,NA,5344,92.46465547,373.6667161,4047.384172,45216.71048,No,108903.3488,19.33046084,225.594879,38.45671094,14159.0912,90,30-45,3,580.4589635,9,Public_or_other,Student_or_Unemployed,422.3168232,1,Yes
Blues,8,1079.411778,234668.3586,Education,359.8039259,Yes,652.2117789,No,Male,After_16:00,0.834345609,0.165721364,8.018770281,5.852165616,6.917619396,4.097287841,4134,2.237708657,544.8077273,7611.733244,67714.79989,Yes,425380.2046,23.34111667,172.2625221,25.93131815,129828.669,100,30-45,1,839.082512,16,Foot_or_bicycle,Industry_or_other,567.0687591,0,Yes
Purples,2,878.1920938,111428.454,Education,292.7306979,No,380.6517554,Yes,Female,After_16:00,0.124015764,0.929642916,2.288747877,5.299323383,7.140520653,6.368721775,8994,61.32072706,410.2541387,4627.025832,50791.29977,No,144895.7589,20.25473127,149.3262306,5.565381376,85993.99221,100,Below_30,3,657.2914836,15,Car,Student_or_Unemployed,499.9951666,0,Yes
Browns,4,150.9997136,17182.1494,Education,50.33323788,No,341.3678539,Yes,Male,After_16:00,0.048372982,0.984452699,9.675106972,1.757280775,8.871536073,5.304089426,5864,97.63590395,361.6496322,4136.977803,44391.97232,No,116532.0117,19.0170879,225.2279358,19.33540299,2593.768073,100,Below_30,1,569.5507636,10,Public_or_other,Services_or_Retail,419.8586184,3,Yes
Greens,5,442.4278443,36165.45806,Education,147.4759481,No,245.2295342,Yes,Male,After_16:00,0.589304917,0.315345224,9.912608676,5.536136925,2.048385062,0.187924523,7032,85.04228606,496.2509212,3444.797185,58147.6532,No,60137.52445,22.27669009,NA,43.38097784,21906.63121,100,30-45,0,781.5548134,14,Car,Hightech,620.8120618,0,Yes
Greens,10,817.4379345,84836.61171,Environment,272.4793115,No,311.3506535,Yes,Male,By_16:00,0.047053325,0.554840154,6.497884721,4.215259019,7.115407742,8.033641051,7586,95.85966952,512.3209261,4138.148388,61312.68522,No,96939.22945,22.63450742,243.6186363,62.22031687,74527.45451,90,45_and_up,2,819.0510732,13,Motorcycle_or_truck,Industry_or_other,653.6543486,0,No
Purples,6,265.4305105,34880.83621,Environment,88.47683682,No,394.2369265,Yes,Female,After_16:00,0.877515858,0.762493828,3.203782358,0.021441779,5.927765837,7.583483509,6031,35.53704489,463.738194,4869.845652,55416.34887,No,155422.7542,21.53458135,111.9189971,99.37096795,7926.62749,NA,30-45,3,709.2938411,14,Motorcycle_or_truck,Services_or_Retail,505.0115478,0,No
Pinks,9,993.7208724,240086.2315,Education,331.2402908,No,724.8098682,No,Female,After_16:00,0.517089925,0.542508547,5.069764198,6.02743044,3.649412417,8.054544949,7524,43.33944616,683.3261577,8614.750998,NA,No,525349.3451,26.14050798,292.722838,19.50990192,110061.3705,100,30-45,1,957.087681,11,Public_or_other,Industry_or_other,539.2263045,2,Yes
Greens,4,538.9627021,48299.91184,Financial,179.654234,No,268.8492821,Yes,Male,After_16:00,0.113933367,0.382513254,5.507734662,3.553809968,5.502365979,6.362472421,8994,34.17357493,497.0243369,3682.541495,59191.16108,No,72279.93647,22.29404263,273.4325625,80.34354053,32465.29804,60,45_and_up,1,797.2237083,9,NA,Student_or_Unemployed,646.0337538,0,No
Browns,1,83.71722531,9389.088764,Social,27.90574177,No,336.4572367,Yes,Female,After_16:00,0.568269365,0.102733945,8.674723941,3.25548643,6.004998686,8.815399755,9146,59.15170617,373.2949987,4111.162364,44752.97934,No,113203.4721,19.32084363,230.3615224,31.77253164,816.6361656,70,30-45,0,568.9504926,7,Public_or_other,Industry_or_other,398.6785403,0,No
Blues,6,1755.888626,111002.0108,Financial,585.2962086,Yes,189.6509993,Yes,Female,By_16:00,0.835724883,0.30501299,7.150696362,6.185770778,3.357931541,9.24740551,8044,25.06840539,576.131785,3048.773563,61375.60569,Yes,35967.50152,24.00274536,320.4800742,12.82207922,343166.948,60,45_and_up,2,799.6792695,10,Motorcycle_or_truck,Services_or_Retail,524.391126,1,No
Blues,3,1223.444243,218808.7347,Financial,407.8147477,Yes,536.539534,No,Female,By_16:00,0.796243819,0.847547891,2.862542933,0.432663148,2.099232648,0.415908594,7103,13.3590233,331.3879055,6028.171151,49415.98615,Yes,287874.6716,18.20406288,199.0593978,98.32523919,166730.6832,60,45_and_up,2,651.550495,12,Motorcycle_or_truck,Student_or_Unemployed,599.2948533,0,No
Greys,10,395.8277794,54237.38537,Foreign_Affairs,131.9425931,No,411.0680568,Yes,Female,After_16:00,0.968915043,0.099209094,0.174411256,5.786460103,2.567008603,1.610217763,5447,3.826727509,521.9325419,5154.545651,57941.52788,Maybe,168976.9473,22.84584299,135.648983,1.966290921,17550.79048,40,30-45,2,710.8193014,6,Foot_or_bicycle,Industry_or_other,399.946416,2,No
Blues,2,1960.730204,454043.0122,Social,653.5767347,Yes,694.7049797,No,Male,By_16:00,0.100885523,0.072385775,8.825578766,3.738059863,6.647588026,2.008102883,3961,38.60614037,690.5843908,8328.218578,78504.76066,Yes,482615.0088,26.27897241,272.4656782,0.172039634,427826.1248,70,30-45,3,939.8665527,10,Foot_or_bicycle,Public_Sector,497.740206,NA,Yes
Purples,8,79.24976774,11402.21351,Education,26.41658925,No,431.6307987,Yes,Female,By_16:00,0.264307103,0.92689894,3.215462537,4.685783996,2.043772996,4.723135715,7977,53.8664235,453.2755616,5222.85911,55958.14798,No,186305.1464,21.29026918,90.83152784,62.62553527,734.2527767,100,Below_30,1,719.7715088,13,Foot_or_bicycle,Hightech,537.3208469,1,Yes
Greens,8,316.1508918,31020.59261,Healthcare,105.3836306,No,294.358739,Yes,Male,By_16:00,0.471104267,0.4956619,8.515790654,7.26074374,0.104739487,9.420424008,9971,98.95993078,509.2018283,3961.991046,60317.92371,No,86647.06721,22.56550084,245.5171822,23.14192273,11221.09323,80,30-45,2,804.623582,12,Motorcycle_or_truck,Industry_or_other,633.8121253,0,No
Turquoises,4,1112.503866,196558.4136,Education,370.8346219,Yes,530.0433187,No,Male,By_16:00,0.345543869,0.672994605,0.705882907,6.79781371,8.57800151,8.667160855,9356,6.211100356,458.0993722,6216.631931,57072.8073,Yes,280945.9197,21.40325611,51.69337823,24.17088496,137899.1514,100,Below_30,2,713.4268345,16,Public_or_other,Hightech,496.2661353,2,Yes
Purples,5,406.4406773,49771.7304,Environment,135.4802258,No,367.3726562,Yes,Female,NA,0.728228005,NA,9.500704985,2.133205596,2.529866553,NA,6120,60.70022047,485.7811549,4645.288871,57817.26805,No,134962.6685,22.04044362,143.3781846,NA,18500.3718,90,45_and_up,2,750.2324899,11,Foot_or_bicycle,Public_Sector,552.5843697,0,Yes
Turquoises,2,1761.156468,273457.1369,Environment,587.052156,Yes,465.8140407,Yes,Male,After_16:00,0.035229964,0.174410158,7.077511146,0.028965927,9.513717552,3.269625364,4821,19.28986656,430.1588568,NA,52362.53468,Yes,216982.7205,20.74027138,100.6273133,92.13669803,345227.286,90,45_and_up,2,651.7893197,13,Motorcycle_or_truck,Public_Sector,436.129889,0,No
Greens,1,643.8974443,59381.05427,Education,214.6324814,No,276.6638762,Yes,Male,After_16:00,0.66531253,0.899959682,1.905580088,7.757928285,4.569404949,3.76221651,5211,23.63555187,500.2226704,3767.084102,59234.07285,No,76542.90038,22.36565828,258.9203929,96.22381562,46291.73457,100,Below_30,1,793.366211,14,Foot_or_bicycle,Student_or_Unemployed,630.99884,0,Yes
Browns,8,652.3683287,65555.21576,Healthcare,217.4561096,No,301.4641249,Yes,Female,By_16:00,0.933833397,0.700031272,7.685097142,5.272715103,8.262944284,4.002077952,7166,2.557442896,360.4270526,3735.495354,42395.8025,No,90880.61859,18.98491645,276.8308308,21.75654895,47514.61569,80,30-45,0,537.9383287,7,Car,Student_or_Unemployed,366.8151378,0,No
Pinks,7,215.3169176,50321.42937,Financial,71.77230588,No,701.125995,No,Male,After_16:00,0.127172878,0.22620349,8.618789362,6.151440225,NA,NA,3739,33.50154932,655.5829249,8322.425799,76174.75513,No,491577.6608,25.60435363,254.6334257,96.07681173,5233.036197,60,45_and_up,2,916.8541715,5,Public_or_other,Student_or_Unemployed,513.4338793,0,No
Purples,8,293.025239,35431.01876,Financial,97.67507968,No,362.7436893,Yes,Female,After_16:00,0.863247753,0.756259333,4.349178302,7.936903914,6.167360775,3.208035391,4157,78.41508675,492.0467045,4611.530302,56108.11454,No,131582.9841,22.18212579,143.2146504,1.354323654,9648.09627,60,30-45,2,709.0671739,10,Motorcycle_or_truck,Hightech,459.9015418,0,No
Reds,1,320.4994426,46820.99236,Other,106.8331475,No,438.2627811,Yes,Female,By_16:00,0.487490199,0.826163193,9.855393569,7.737271052,8.58614801,7.868307275,4690,74.85662634,440.2128711,5263.053553,54685.50957,Maybe,192074.2653,20.98125047,88.84389897,37.20769554,11530.15456,50,45_and_up,1,NA,9,Public_or_other,Industry_or_other,522.522287,1,Yes
Pinks,5,858.5549807,199354.9752,Education,286.1849936,No,696.5947889,No,Male,After_16:00,0.631947112,0.057604146,5.933371994,5.378171697,7.407703197,7.422724657,3403,54.98940644,621.8024555,8209.5528,72891.17826,No,485244.2999,24.93596711,231.4245572,8.332509268,82198.03555,100,Below_30,2,875.0397411,9,Foot_or_bicycle,Hightech,491.5161044,0,No
Blues,2,1186.308255,190789.9106,Environment,395.4360848,Yes,NA,Yes,Male,After_16:00,0.594747298,0.550510567,1.340795266,6.91649691,4.980749979,6.522539416,5160,47.79868631,39.02579179,4902.849267,11643.76678,Yes,232786.7269,6.247062653,670.1521026,47.53386704,156775.1333,90,Below_30,1,90.31787149,11,Public_or_other,Industry_or_other,13.89336408,0,Yes
Yellows,6,-137.5922139,-27171.15523,Financial,-45.86407131,Yes,592.4278951,No,Male,By_16:00,0.761260744,0.603984615,0.913556153,1.226049287,9.191719261,2.624102107,8091,86.12942868,319.2724827,6562.823917,49534.91297,Yes,350970.8109,17.86819752,228.6763941,61.74129494,2067.648965,60,Below_30,3,649.2367226,8,Foot_or_bicycle,Hightech,605.2973974,4,No
Purples,8,211.4744347,35935.76863,Social,70.49147825,No,509.7888358,No,Male,By_16:00,0.882247188,0.449928918,5.05721862,3.404047999,1.191116662,5.714440281,4331,93.75132723,394.0687136,5886.025786,52711.85388,No,259884.6571,19.85116404,115.2552924,79.40938694,5049.539984,70,45_and_up,2,677.8134776,11,Foot_or_bicycle,Public_Sector,544.3455035,2,No
Reds,1,574.2481853,83454.04496,Other,191.4160618,No,435.9824573,Yes,Female,After_16:00,0.118757949,NA,7.240859077,0.480543433,2.687345343,2.454861137,5696,67.35501215,377.1691825,5114.162938,48369.56196,Maybe,190080.703,19.42084402,NA,43.76845518,36841.52476,50,45_and_up,1,617.4923706,11,Car,Services_or_Retail,NA,0,Yes
Purples,5,890.0333491,88129.07153,Healthcare,296.677783,No,297.0531552,Yes,Female,By_16:00,0.763844082,0.167927674,4.665645037,4.340090884,0.177667383,6.813444106,5644,13.01117197,432.2478666,3835.027285,51787.00167,No,88240.57701,20.79057158,215.8573896,89.3910069,88324.38473,NA,30-45,3,683.0168455,10,Foot_or_bicycle,Industry_or_other,528.5769002,0,No
Purples,2,214.3912042,33444.76383,Financial,71.46373473,No,467.9963055,Yes,Female,By_16:00,0.054598919,0.635057777,8.52334484,1.400363869,5.139814795,8.346096729,6510,26.77585308,395.6169455,5471.196946,50384.42529,No,219020.542,19.89012181,113.5886601,12.01793568,5188.529117,60,45_and_up,2,637.183848,8,Foot_or_bicycle,Public_Sector,468.657933,0,Yes
Greens,3,306.8761403,30953.06538,Healthcare,102.2920468,No,302.5950341,Yes,Female,By_16:00,0.498502391,0.372028794,3.500267135,3.292329714,2.275275541,9.810103015,9015,66.7333425,530.9539904,4087.858322,62586.2531,No,91563.75466,23.0424389,250.2671944,34.080411,NA,80,Below_30,2,833.4619706,12,Foot_or_bicycle,Industry_or_other,NA,0,No
Oranges,2,45.8478518,5967.627518,Other,15.28261727,No,390.4846541,Yes,Female,By_16:00,0.60998211,0.519201803,9.246498884,8.943420234,0.297548228,2.730083396,8580,57.25091232,372.6753729,4650.197287,NA,Maybe,152478.2651,19.30480181,192.834122,87.87914691,258.8410078,50,Below_30,1,577.0753266,7,Foot_or_bicycle,Public_Sector,405.2380511,0,No
Pinks,3,NA,208368.6473,Healthcare,NA,No,681.8189164,No,NA,After_16:00,0.796396577,0.370825935,5.51869795,6.985211987,8.170977253,5.165858564,9223,8.132480085,666.8481743,8151.885513,76262.88194,No,464877.0348,25.82340362,246.8904952,50.4552739,93711.25776,80,30-45,2,914.5214749,9,Foot_or_bicycle,Public_Sector,492.3524526,0,Yes
Greens,6,389.724287,37722.77394,Healthcare,129.9080957,No,290.3804705,Yes,Female,After_16:00,0.268939673,0.327347784,0.826813767,2.206402938,NA,6.149838944,5075,1.552817714,492.1543945,3888.113494,59148.99811,No,84320.81765,22.18455306,255.1318211,3.530611284,17016.02141,80,Below_30,2,794.5895793,14,Car,Services_or_Retail,645.2251545,0,No
Blues,3,1080.538962,110613.1927,Financial,360.1796541,Yes,307.1056107,Yes,Male,By_16:00,0.134129366,0.530665291,6.646743068,4.058290094,6.479805233,3.235042316,NA,82.12339974,594.5555003,4260.167108,59231.87249,Yes,94313.85615,24.38350878,307.2817944,29.10306647,130099.5629,60,Below_30,1,705.9547957,8,Car,Industry_or_other,280.2885686,5,Yes
Greens,4,617.9092151,61225.61731,Social,205.9697384,No,297.2554017,Yes,Male,After_16:00,0.318289898,0.708598149,1.447549558,0.301684674,7.910021688,0.761115684,6431,35.28397989,495.9962848,3964.546587,60165.86134,No,88360.77383,NA,265.2539854,50.58211205,42639.50286,70,45_and_up,3,811.6182124,12,Motorcycle_or_truck,Student_or_Unemployed,670.9920317,0,No
Purples,4,118.7294718,17503.61296,Healthcare,39.5764906,No,442.2729933,Yes,Male,After_16:00,0.523505139,0.285293917,5.121222073,8.645648228,1.236320224,5.448462493,7773,22.97943421,450.9253299,5324.580593,56567.87028,No,195605.4006,21.23500247,99.27021385,7.180083706,1615.875099,80,30-45,1,732.1297267,10,Car,Services_or_Retail,564.1392611,0,No
Purples,8,252.3587566,33792.57685,Social,84.11958555,No,401.720677,Yes,Male,By_16:00,0.11264439,NA,2.724378204,3.750272775,2.885207734,2.401064234,5930,20.23400308,426.3642821,4869.935334,50451.62618,No,161379.5023,20.64859032,150.1424597,97.92806269,7170.224258,70,30-45,2,630.7093152,10,Motorcycle_or_truck,Industry_or_other,413.6187873,0,Yes
Browns,9,495.9314376,53480.51496,Healthcare,NA,No,323.5155764,Yes,Female,After_16:00,0.858256125,0.180912839,0.908555405,4.30344691,NA,0.579234655,4767,40.81850892,382.8911971,4000.938158,46118.98118,No,104662.3282,19.56760581,221.7731061,67.76918147,27502.86501,80,30-45,3,594.0823441,8,Car,Hightech,434.2574181,0,No
Pinks,2,366.9025138,83913.23776,Healthcare,122.3008379,No,686.1215277,No,Male,By_16:00,0.305831892,0.040065682,0.601299051,6.262715177,6.969940513,8.436638447,6444,70.49345376,659.5650543,8180.345385,75272.52606,No,470762.7507,25.68199864,246.8148418,8.017335157,15089.7958,80,Below_30,2,NA,9,Car,Hightech,471.4459021,0,Yes
Blues,5,1747.60761,24904.86193,Financial,582.5358701,Yes,42.7524951,Yes,Male,After_16:00,0.950956667,0.745984632,3.796512003,8.391365511,0.711247078,8.668260328,6854,96.11942298,494.4111111,1416.347173,48606.75186,Yes,1827.775837,22.23535723,477.6375947,17.29145676,339940.5758,60,Below_30,2,630.2685225,8,Car,Public_Sector,362.0465461,1,Yes
Oranges,4,325.6442924,36662.64633,Military,108.5480975,No,337.7548495,Yes,Male,After_16:00,0.567962877,0.598036967,9.350076537,9.311600858,2.141023155,NA,5283,19.14405588,NA,4225.607511,48622.23789,Maybe,114078.3384,20.59197679,210.4985242,1.276434283,NA,30,30-45,3,610.1421467,9,Motorcycle_or_truck,Industry_or_other,389.4802092,1,Yes
Reds,8,446.7315257,69610.09173,Foreign_Affairs,148.9105086,No,467.462588,Yes,Female,After_16:00,0.549657391,0.663065374,6.003464113,1.451170279,6.990036143,7.637005369,4616,7.080301247,448.6613383,5571.948557,54316.95988,Maybe,218521.2712,21.18162738,75.31219571,11.99323204,22333.25007,40,Below_30,3,678.3064376,8,Foot_or_bicycle,Hightech,455.5299487,0,No
Yellows,8,1170.265476,84717.03958,Social,390.088492,Yes,217.1739011,Yes,Female,By_16:00,0.862616699,0.310430992,8.760634679,8.880497275,7.608219837,4.421923645,3284,72.66627289,297.4033926,2766.545796,42714.10337,Yes,47164.50333,17.24538757,383.8419101,18.25955643,152569.1201,70,45_and_up,3,620.4646966,12,Public_or_other,Services_or_Retail,662.1685062,0,Yes
Browns,2,243.2133945,26725.98497,Education,81.0711315,No,329.6609345,Yes,Male,After_16:00,0.816332088,0.805315091,9.30732507,6.505212137,3.443163626,8.793818513,8751,76.58071951,401.3237589,4099.256862,46974.78735,No,108676.3317,20.03306664,219.540699,56.18822395,6663.599494,100,Below_30,1,595.5629276,9,Car,Hightech,402.8109023,0,No
Purples,5,260.3483426,42319.66599,Education,86.78278087,No,487.6504944,Yes,Female,By_16:00,0.547794775,0.656443831,9.80967619,4.034403986,1.262005942,8.926048267,5994,66.41170387,396.5782602,5669.661464,51756.36233,No,237803.0046,19.91427278,104.6780319,18.41238264,7628.033837,100,30-45,1,660.9038122,13,Car,Public_Sector,510.4366571,0,No
Turquoises,10,1660.483347,269597.5486,Healthcare,553.4944489,Yes,487.0826603,Yes,Male,By_16:00,0.657047862,0.434397127,4.651684735,3.439328724,8.888872105,7.559314868,8113,62.52941734,410.8508959,5692.528394,51637.46955,Yes,237249.5179,20.26945722,100.2328504,70.92676004,306919.5994,80,45_and_up,2,646.4956518,13,Motorcycle_or_truck,Services_or_Retail,NA,1,No
Pinks,7,103.7155528,24516.69447,Social,34.57185095,No,709.1519199,No,Male,By_16:00,0.432979192,0.435479409,4.623644107,2.601979314,3.270038161,4.865533044,9494,4.884617683,669.1810224,8429.881243,77054.18728,No,502896.4455,25.86853344,269.0151987,82.3392289,1239.784729,NA,30-45,1,922.3981742,6,Motorcycle_or_truck,Services_or_Retail,498.4401242,2,No
Greens,3,1010.09616,102369.942,Healthcare,336.6987201,No,304.0401876,Yes,Female,After_16:00,0.167868785,0.417794536,5.3915764,8.220147265,0.557617482,0.323457106,9577,24.11866698,534.4887724,4109.37942,63848.02804,No,92440.43565,23.11901322,276.6307976,60.096682,113712.7269,80,30-45,1,857.5361543,10,Motorcycle_or_truck,Hightech,692.1844808,0,Yes
Turquoises,4,1224.409515,197807.3716,Social,408.1365049,Yes,484.6598362,Yes,Male,By_16:00,0.937500552,0.925513615,7.167550493,8.994133647,6.958290283,3.017250176,6208,64.70208645,471.5829893,5789.76434,56402.67515,Yes,234895.1568,21.71596162,56.38814333,79.44042138,166993.5432,70,45_and_up,0,699.778039,11,Foot_or_bicycle,Industry_or_other,453.77473,0,Yes
Purples,7,853.6967622,119598.4711,Education,284.5655874,No,420.2843788,Yes,Male,By_16:00,0.1975611,0.044097769,4.204655658,1.525186633,0.928936959,3.629568329,9548,45.05095216,431.0607875,5064.965363,54831.18923,No,176638.959,20.76200346,128.7630598,73.55859189,81272.13913,100,30-45,3,716.9720986,12,Motorcycle_or_truck,Hightech,573.977904,0,No
Blues,2,1612.081802,261679.903,Education,537.3606005,Yes,486.9726264,Yes,Female,By_16:00,0.161680818,0.327794355,6.559456249,9.924471497,9.086493608,7.587864387,9233,30.70960599,671.3736848,6212.473634,76930.66746,Yes,237142.3389,25.91087966,227.898054,71.63398676,289303.7756,100,45_and_up,1,977.7648404,14,Car,Public_Sector,649.6625227,0,Yes
Greens,9,452.6924668,47106.1909,Financial,150.8974889,No,312.1734578,Yes,Female,By_16:00,0.109233932,0.732077802,7.469040183,0.746088275,5.351497417,5.125773349,9470,80.41450803,538.7175819,4199.169742,63599.70158,No,97452.26776,23.21029043,250.1835712,37.19233274,22930.94966,60,45_and_up,1,846.3967836,11,Foot_or_bicycle,Services_or_Retail,660.6672282,2,Yes
Greens,6,239.2926377,24791.12677,Social,79.76421258,No,310.8051339,Yes,Female,By_16:00,0.298375159,0.99251424,2.748024203,1.734543093,9.828706118,8.346121027,4825,51.8323364,497.8658005,4103.78294,59691.17873,No,96599.83126,22.31290659,231.7570284,96.446582,6452.093821,NA,30-45,1,796.077721,12,Motorcycle_or_truck,Industry_or_other,633.8359744,1,No
Whites,2,717.777289,128260.7269,Healthcare,239.2590963,No,536.0746104,No,Male,By_16:00,0.216481302,0.865037467,3.504072083,3.833265589,2.381556726,2.346142805,4325,36.86926994,470.354051,6301.454206,58901.81619,No,287375.9879,21.68764743,54.81111776,3.190897056,57494.17428,80,30-45,3,741.2787967,9,Car,Hightech,528.7053796,1,Yes
Purples,4,703.0836028,104264.6263,Education,234.3612009,No,444.8885986,Yes,Male,After_16:00,0.095436888,0.726149519,5.476675744,4.348980577,8.073223922,NA,6551,78.65624318,368.6246888,5186.135363,50000.49931,No,197925.8651,19.19960127,155.7468371,21.13008646,55169.53371,100,30-45,4,657.7166891,12,Foot_or_bicycle,Student_or_Unemployed,562.9312187,0,Yes
